country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
United Kingdom,Portsmouth,2020-02-26,3.0,0.0,2.0,-2.0,1.0,0.0
United Kingdom,Portsmouth,2020-02-27,3.0,1.0,0.0,-3.0,0.0,1.0
United Kingdom,Portsmouth,2020-02-28,10.0,0.0,-27.0,5.0,0.0,0.0
United Kingdom,Portsmouth,2020-02-29,2.0,2.0,-16.0,-1.0,0.0,0.0
United Kingdom,Portsmouth,2020-03-01,8.0,2.0,29.0,3.0,1.0,-1.0
United Kingdom,Portsmouth,2020-03-02,27.0,4.0,29.0,12.0,0.0,-1.0
United Kingdom,Portsmouth,2020-03-03,-2.0,2.0,16.0,2.0,-1.0,0.0
United Kingdom,Portsmouth,2020-03-04,-6.0,1.0,-21.0,-3.0,-1.0,1.0
United Kingdom,Portsmouth,2020-03-05,-8.0,-4.0,-27.0,-8.0,-3.0,2.0
United Kingdom,Portsmouth,2020-03-06,5.0,3.0,25.0,2.0,-1.0,-1.0
United Kingdom,Portsmouth,2020-03-07,-6.0,2.0,-1.0,-2.0,0.0,0.0
United Kingdom,Portsmouth,2020-03-08,0.0,3.0,15.0,1.0,1.0,-1.0
United Kingdom,Portsmouth,2020-03-09,3.0,5.0,10.0,0.0,1.0,0.0
United Kingdom,Portsmouth,2020-03-10,8.0,6.0,-4.0,3.0,1.0,0.0
United Kingdom,Portsmouth,2020-03-11,-1.0,6.0,2.0,-5.0,1.0,1.0
United Kingdom,Portsmouth,2020-03-12,-1.0,9.0,0.0,-3.0,0.0,1.0
United Kingdom,Portsmouth,2020-03-13,-3.0,9.0,14.0,0.0,-2.0,2.0
United Kingdom,Portsmouth,2020-03-14,-10.0,8.0,11.0,-7.0,-3.0,2.0
United Kingdom,Portsmouth,2020-03-15,-16.0,8.0,1.0,-10.0,-4.0,1.0
United Kingdom,Portsmouth,2020-03-16,0.0,20.0,64.0,-4.0,-8.0,3.0
United Kingdom,Portsmouth,2020-03-17,-19.0,24.0,3.0,-18.0,-13.0,6.0
United Kingdom,Portsmouth,2020-03-18,-27.0,27.0,-7.0,-30.0,-21.0,9.0
United Kingdom,Portsmouth,2020-03-19,-29.0,26.0,-16.0,-34.0,-26.0,11.0
United Kingdom,Portsmouth,2020-03-20,-37.0,12.0,-3.0,-33.0,-28.0,12.0
United Kingdom,Portsmouth,2020-03-21,-57.0,5.0,25.0,-39.0,-25.0,10.0
United Kingdom,Portsmouth,2020-03-22,-63.0,-16.0,18.0,-41.0,-29.0,8.0
United Kingdom,Portsmouth,2020-03-23,-50.0,-9.0,8.0,-46.0,-44.0,16.0
United Kingdom,Portsmouth,2020-03-24,-77.0,-24.0,-12.0,-58.0,-58.0,23.0
United Kingdom,Portsmouth,2020-03-25,-77.0,-25.0,-3.0,-64.0,-63.0,25.0
United Kingdom,Portsmouth,2020-03-26,-78.0,-26.0,5.0,-65.0,-65.0,26.0
United Kingdom,Portsmouth,2020-03-27,-80.0,-28.0,-3.0,-68.0,-65.0,27.0
United Kingdom,Portsmouth,2020-03-28,-87.0,-38.0,-39.0,-72.0,-57.0,19.0
United Kingdom,Portsmouth,2020-03-29,-88.0,-43.0,-46.0,-71.0,-54.0,
United Kingdom,Portsmouth,2020-03-30,-78.0,-31.0,-16.0,-71.0,-67.0,26.0
United Kingdom,Portsmouth,2020-03-31,-79.0,-28.0,-12.0,-68.0,-67.0,27.0
United Kingdom,Portsmouth,2020-04-01,-79.0,-28.0,-11.0,-69.0,-68.0,27.0
United Kingdom,Portsmouth,2020-04-02,-79.0,-31.0,-8.0,-71.0,-68.0,28.0
United Kingdom,Portsmouth,2020-04-03,-81.0,-27.0,1.0,-70.0,-66.0,28.0
United Kingdom,Portsmouth,2020-04-04,-87.0,-36.0,-22.0,-70.0,-55.0,19.0
United Kingdom,Portsmouth,2020-04-05,-86.0,-40.0,-18.0,-67.0,-54.0,
United Kingdom,Portsmouth,2020-04-06,-78.0,-29.0,9.0,-68.0,-67.0,26.0
United Kingdom,Portsmouth,2020-04-07,-78.0,-29.0,1.0,-64.0,-68.0,27.0
United Kingdom,Portsmouth,2020-04-08,-79.0,-26.0,0.0,-66.0,-67.0,26.0
United Kingdom,Portsmouth,2020-04-09,-76.0,-17.0,18.0,-66.0,-67.0,26.0
United Kingdom,Portsmouth,2020-04-10,-82.0,-32.0,8.0,-73.0,-80.0,31.0
United Kingdom,Portsmouth,2020-04-11,-86.0,-30.0,-19.0,-67.0,-55.0,19.0
United Kingdom,Portsmouth,2020-04-12,-91.0,-61.0,-10.0,-66.0,-58.0,
United Kingdom,Portsmouth,2020-04-13,-81.0,-39.0,-6.0,-77.0,-83.0,31.0
United Kingdom,Portsmouth,2020-04-14,-77.0,-25.0,-11.0,-66.0,-66.0,26.0
United Kingdom,Portsmouth,2020-04-15,-78.0,-24.0,6.0,-67.0,-66.0,26.0
United Kingdom,Portsmouth,2020-04-16,-77.0,-28.0,4.0,-66.0,-66.0,27.0
United Kingdom,Portsmouth,2020-04-17,-84.0,-37.0,-46.0,-72.0,-67.0,29.0
United Kingdom,Portsmouth,2020-04-18,-85.0,-37.0,-35.0,-65.0,-53.0,19.0
United Kingdom,Portsmouth,2020-04-19,-84.0,-41.0,-4.0,-58.0,-48.0,
United Kingdom,Portsmouth,2020-04-20,-74.0,-30.0,8.0,-62.0,-64.0,25.0
United Kingdom,Portsmouth,2020-04-21,-76.0,-30.0,,-60.0,-65.0,25.0
United Kingdom,Portsmouth,2020-04-22,-76.0,-28.0,,-63.0,-65.0,25.0
United Kingdom,Portsmouth,2020-04-23,-74.0,-28.0,21.0,-61.0,-64.0,26.0
United Kingdom,Portsmouth,2020-04-24,-77.0,-30.0,4.0,-63.0,-64.0,26.0
United Kingdom,Portsmouth,2020-04-25,-83.0,-34.0,-17.0,-61.0,-49.0,17.0
United Kingdom,Portsmouth,2020-04-26,-82.0,-38.0,1.0,-57.0,-45.0,
United Kingdom,Portsmouth,2020-04-27,-72.0,-29.0,13.0,-61.0,-64.0,24.0
United Kingdom,Portsmouth,2020-04-28,-79.0,-38.0,-51.0,-68.0,-65.0,24.0
United Kingdom,Portsmouth,2020-04-29,-77.0,-32.0,-35.0,-66.0,-64.0,26.0
United Kingdom,Portsmouth,2020-04-30,-77.0,-31.0,-40.0,-67.0,-64.0,27.0
United Kingdom,Portsmouth,2020-05-01,-77.0,-27.0,-14.0,-64.0,-62.0,26.0
United Kingdom,Portsmouth,2020-05-02,-81.0,-31.0,-1.0,-61.0,-48.0,17.0
United Kingdom,Portsmouth,2020-05-03,-83.0,-40.0,-24.0,-62.0,-47.0,
United Kingdom,Portsmouth,2020-05-04,-71.0,-28.0,21.0,-62.0,-62.0,24.0
United Kingdom,Portsmouth,2020-05-05,-74.0,-29.0,,-63.0,-62.0,25.0
United Kingdom,Portsmouth,2020-05-06,-72.0,-23.0,,-62.0,-61.0,24.0
United Kingdom,Portsmouth,2020-05-07,-69.0,-19.0,27.0,-59.0,-62.0,23.0
United Kingdom,Portsmouth,2020-05-08,-77.0,-32.0,39.0,-65.0,-78.0,29.0
United Kingdom,Portsmouth,2020-05-09,-82.0,-31.0,15.0,-60.0,-48.0,16.0
United Kingdom,Portsmouth,2020-05-10,-83.0,-39.0,-26.0,-61.0,-44.0,
United Kingdom,Portsmouth,2020-05-11,-68.0,-27.0,1.0,-61.0,-61.0,23.0
United Kingdom,Portsmouth,2020-05-12,-69.0,-25.0,,-57.0,-60.0,23.0
United Kingdom,Portsmouth,2020-05-13,-70.0,-23.0,,-59.0,-59.0,23.0
United Kingdom,Portsmouth,2020-05-14,-68.0,-24.0,30.0,-57.0,-61.0,22.0
United Kingdom,Portsmouth,2020-05-15,-70.0,-23.0,54.0,-54.0,-60.0,23.0
United Kingdom,Portsmouth,2020-05-16,-78.0,-28.0,,-51.0,-45.0,14.0
United Kingdom,Portsmouth,2020-05-17,-76.0,-29.0,,-43.0,-38.0,11.0
United Kingdom,Portsmouth,2020-05-18,-61.0,-21.0,82.0,-51.0,-58.0,21.0
United Kingdom,Portsmouth,2020-05-19,-63.0,-19.0,,-46.0,-59.0,21.0
United Kingdom,Portsmouth,2020-05-20,-63.0,-16.0,,-46.0,-57.0,21.0
United Kingdom,Portsmouth,2020-05-21,-62.0,-16.0,88.0,-49.0,-58.0,21.0
United Kingdom,Portsmouth,2020-05-22,-69.0,-20.0,22.0,-54.0,-58.0,23.0
United Kingdom,Portsmouth,2020-05-23,-76.0,-25.0,1.0,-53.0,-41.0,14.0
United Kingdom,Portsmouth,2020-05-24,-72.0,-24.0,,-36.0,-36.0,9.0
United Kingdom,Portsmouth,2020-05-25,-58.0,-24.0,195.0,-49.0,-78.0,24.0
United Kingdom,Portsmouth,2020-05-26,-59.0,-14.0,,-43.0,-58.0,19.0
United Kingdom,Portsmouth,2020-05-27,-61.0,-15.0,,-44.0,-57.0,20.0
United Kingdom,Portsmouth,2020-05-28,-58.0,-14.0,94.0,-45.0,-57.0,20.0
United Kingdom,Portsmouth,2020-05-29,-61.0,-14.0,103.0,-44.0,-56.0,19.0
United Kingdom,Powys,2020-02-15,-18.0,-8.0,-39.0,-22.0,-7.0,
United Kingdom,Powys,2020-02-16,-11.0,0.0,-7.0,-10.0,-11.0,
United Kingdom,Powys,2020-02-17,12.0,6.0,24.0,-1.0,-21.0,4.0
United Kingdom,Powys,2020-02-18,8.0,8.0,16.0,-4.0,-16.0,3.0
United Kingdom,Powys,2020-02-19,8.0,2.0,10.0,-7.0,-16.0,4.0
United Kingdom,Powys,2020-02-20,6.0,5.0,8.0,-9.0,-17.0,3.0
United Kingdom,Powys,2020-02-21,9.0,3.0,14.0,-2.0,-15.0,2.0
United Kingdom,Powys,2020-02-22,-4.0,2.0,-12.0,-7.0,1.0,
United Kingdom,Powys,2020-02-23,2.0,1.0,-4.0,-2.0,-4.0,
United Kingdom,Powys,2020-02-24,-2.0,-3.0,-1.0,-14.0,-7.0,4.0
United Kingdom,Powys,2020-02-25,0.0,8.0,7.0,-6.0,2.0,1.0
United Kingdom,Powys,2020-02-26,7.0,-2.0,7.0,-6.0,-1.0,2.0
United Kingdom,Powys,2020-02-27,7.0,5.0,10.0,-1.0,2.0,0.0
United Kingdom,Powys,2020-02-28,2.0,2.0,-10.0,-4.0,0.0,1.0
United Kingdom,Powys,2020-02-29,-4.0,4.0,-24.0,-8.0,-1.0,
United Kingdom,Powys,2020-03-01,8.0,5.0,8.0,-2.0,4.0,
United Kingdom,Powys,2020-03-02,11.0,6.0,19.0,1.0,1.0,0.0
United Kingdom,Powys,2020-03-03,8.0,6.0,24.0,4.0,2.0,0.0
United Kingdom,Powys,2020-03-04,3.0,3.0,1.0,-8.0,0.0,1.0
United Kingdom,Powys,2020-03-05,4.0,7.0,8.0,2.0,1.0,0.0
United Kingdom,Powys,2020-03-06,13.0,9.0,20.0,5.0,1.0,0.0
United Kingdom,Powys,2020-03-07,6.0,4.0,0.0,1.0,3.0,
United Kingdom,Powys,2020-03-08,8.0,8.0,10.0,4.0,5.0,
United Kingdom,Powys,2020-03-09,7.0,6.0,9.0,-4.0,1.0,1.0
United Kingdom,Powys,2020-03-10,1.0,6.0,5.0,4.0,1.0,1.0
United Kingdom,Powys,2020-03-11,4.0,6.0,4.0,-4.0,1.0,1.0
United Kingdom,Powys,2020-03-12,-1.0,12.0,2.0,-7.0,2.0,2.0
United Kingdom,Powys,2020-03-13,10.0,17.0,28.0,5.0,1.0,1.0
United Kingdom,Powys,2020-03-14,-2.0,16.0,12.0,-3.0,-3.0,
United Kingdom,Powys,2020-03-15,0.0,20.0,9.0,-4.0,-4.0,
United Kingdom,Powys,2020-03-16,9.0,22.0,44.0,-3.0,-5.0,3.0
United Kingdom,Powys,2020-03-17,-8.0,22.0,6.0,-12.0,-8.0,5.0
United Kingdom,Powys,2020-03-18,-18.0,16.0,-8.0,-24.0,-14.0,8.0
United Kingdom,Powys,2020-03-19,-21.0,17.0,-4.0,-23.0,-18.0,10.0
United Kingdom,Powys,2020-03-20,-20.0,11.0,14.0,-24.0,-19.0,10.0
United Kingdom,Powys,2020-03-21,-43.0,16.0,26.0,-23.0,-22.0,
United Kingdom,Powys,2020-03-22,-49.0,-2.0,48.0,-6.0,-22.0,
United Kingdom,Powys,2020-03-23,-33.0,-7.0,24.0,-29.0,-35.0,13.0
United Kingdom,Powys,2020-03-24,-62.0,-25.0,-11.0,-44.0,-47.0,18.0
United Kingdom,Powys,2020-03-25,-70.0,-29.0,-16.0,-48.0,-56.0,22.0
United Kingdom,Powys,2020-03-26,-73.0,-31.0,-17.0,-49.0,-58.0,22.0
United Kingdom,Powys,2020-03-27,-74.0,-31.0,-31.0,-54.0,-58.0,23.0
United Kingdom,Powys,2020-03-28,-87.0,-41.0,-61.0,-64.0,-54.0,
United Kingdom,Powys,2020-03-29,-88.0,-50.0,-56.0,-63.0,-51.0,
United Kingdom,Powys,2020-03-30,-75.0,-34.0,-31.0,-58.0,-61.0,22.0
United Kingdom,Powys,2020-03-31,-74.0,-33.0,-24.0,-53.0,-62.0,22.0
United Kingdom,Powys,2020-04-01,-75.0,-38.0,-29.0,-55.0,-63.0,23.0
United Kingdom,Powys,2020-04-02,-78.0,-33.0,-36.0,-63.0,-62.0,24.0
United Kingdom,Powys,2020-04-03,-75.0,-33.0,-33.0,-55.0,-61.0,
United Kingdom,Powys,2020-04-04,-82.0,-41.0,-51.0,-62.0,-51.0,
United Kingdom,Powys,2020-04-05,-86.0,-45.0,-46.0,-53.0,-46.0,
United Kingdom,Powys,2020-04-06,-70.0,-36.0,-17.0,-55.0,-61.0,22.0
United Kingdom,Powys,2020-04-07,-72.0,-35.0,-14.0,-42.0,-62.0,22.0
United Kingdom,Powys,2020-04-08,-73.0,-29.0,-20.0,-51.0,-61.0,23.0
United Kingdom,Powys,2020-04-09,-70.0,-20.0,-23.0,-48.0,-61.0,22.0
United Kingdom,Powys,2020-04-10,-79.0,-40.0,-36.0,-62.0,-76.0,
United Kingdom,Powys,2020-04-11,-84.0,-33.0,-48.0,-56.0,-52.0,
United Kingdom,Powys,2020-04-12,-87.0,-77.0,-45.0,-55.0,-55.0,
United Kingdom,Powys,2020-04-13,-84.0,-48.0,-33.0,-63.0,-82.0,
United Kingdom,Powys,2020-04-14,-69.0,-23.0,-19.0,-42.0,-61.0,21.0
United Kingdom,Powys,2020-04-15,-71.0,-30.0,-19.0,-46.0,-61.0,23.0
United Kingdom,Powys,2020-04-16,-71.0,-28.0,-18.0,-46.0,-61.0,23.0
United Kingdom,Powys,2020-04-17,-75.0,-34.0,-40.0,-53.0,-60.0,
United Kingdom,Powys,2020-04-18,-82.0,-39.0,-63.0,-65.0,-51.0,
United Kingdom,Powys,2020-04-19,-79.0,-44.0,-32.0,-49.0,-47.0,
United Kingdom,Powys,2020-04-20,-65.0,-32.0,-9.0,-46.0,-58.0,21.0
United Kingdom,Powys,2020-04-21,-68.0,-30.0,-7.0,-36.0,-59.0,21.0
United Kingdom,Powys,2020-04-22,-71.0,-33.0,-15.0,-42.0,-59.0,22.0
United Kingdom,Powys,2020-04-23,-69.0,-31.0,-13.0,-39.0,-60.0,22.0
United Kingdom,Powys,2020-04-24,-70.0,-29.0,-20.0,-45.0,-57.0,23.0
United Kingdom,Powys,2020-04-25,-78.0,-34.0,-39.0,-48.0,-45.0,
United Kingdom,Powys,2020-04-26,-78.0,-42.0,-38.0,-50.0,-45.0,
United Kingdom,Powys,2020-04-27,-66.0,-32.0,-13.0,-41.0,-56.0,21.0
United Kingdom,Powys,2020-04-28,-71.0,-33.0,-40.0,-53.0,-59.0,20.0
United Kingdom,Powys,2020-04-29,-70.0,-31.0,-29.0,-42.0,-57.0,23.0
United Kingdom,Powys,2020-04-30,-74.0,-29.0,-37.0,-44.0,-58.0,23.0
United Kingdom,Powys,2020-05-01,-72.0,-30.0,-26.0,-43.0,-57.0,23.0
United Kingdom,Powys,2020-05-02,-80.0,-35.0,-39.0,-46.0,-44.0,
United Kingdom,Powys,2020-05-03,-85.0,-39.0,-40.0,-43.0,-41.0,
United Kingdom,Powys,2020-05-04,-65.0,-29.0,-2.0,-40.0,-55.0,20.0
United Kingdom,Powys,2020-05-05,-67.0,-28.0,-9.0,-30.0,-55.0,20.0
United Kingdom,Powys,2020-05-06,-65.0,-23.0,-8.0,-32.0,-55.0,20.0
United Kingdom,Powys,2020-05-07,-66.0,-17.0,-13.0,-33.0,-55.0,20.0
United Kingdom,Powys,2020-05-08,-78.0,-35.0,-24.0,-48.0,-75.0,
United Kingdom,Powys,2020-05-09,-79.0,-31.0,-37.0,-44.0,-47.0,
United Kingdom,Powys,2020-05-10,-84.0,-40.0,-46.0,-42.0,-43.0,
United Kingdom,Powys,2020-05-11,-63.0,-26.0,-13.0,-37.0,-54.0,19.0
United Kingdom,Powys,2020-05-12,-63.0,-24.0,-7.0,-31.0,-52.0,19.0
United Kingdom,Powys,2020-05-13,-66.0,-26.0,-18.0,-32.0,-53.0,21.0
United Kingdom,Powys,2020-05-14,-68.0,-23.0,-7.0,-33.0,-52.0,19.0
United Kingdom,Powys,2020-05-15,-69.0,-25.0,-17.0,-34.0,-51.0,20.0
United Kingdom,Powys,2020-05-16,-78.0,-27.0,-33.0,-40.0,-38.0,
United Kingdom,Powys,2020-05-17,-79.0,-33.0,-25.0,-31.0,-35.0,
United Kingdom,Powys,2020-05-18,-59.0,-24.0,-6.0,-32.0,-51.0,19.0
United Kingdom,Powys,2020-05-19,-61.0,-18.0,-2.0,-30.0,-51.0,18.0
United Kingdom,Powys,2020-05-20,-62.0,-22.0,3.0,-30.0,-51.0,20.0
United Kingdom,Powys,2020-05-21,-64.0,-21.0,-4.0,-33.0,-51.0,20.0
United Kingdom,Powys,2020-05-22,-64.0,-21.0,-26.0,-39.0,-51.0,20.0
United Kingdom,Powys,2020-05-23,-73.0,-25.0,-51.0,-48.0,-41.0,
United Kingdom,Powys,2020-05-24,-74.0,-32.0,-17.0,-22.0,-30.0,
United Kingdom,Powys,2020-05-25,-75.0,-33.0,18.0,-42.0,-77.0,
United Kingdom,Powys,2020-05-26,-58.0,-16.0,5.0,-23.0,-49.0,17.0
United Kingdom,Powys,2020-05-27,-61.0,-19.0,3.0,-24.0,-50.0,19.0
United Kingdom,Powys,2020-05-28,-60.0,-15.0,8.0,-28.0,-50.0,19.0
United Kingdom,Powys,2020-05-29,-61.0,-18.0,-4.0,-25.0,-47.0,19.0
United Kingdom,Reading,2020-02-15,-18.0,-10.0,-47.0,-12.0,-3.0,3.0
United Kingdom,Reading,2020-02-16,-11.0,-9.0,-37.0,-7.0,-1.0,
United Kingdom,Reading,2020-02-17,9.0,3.0,,1.0,-13.0,2.0
United Kingdom,Reading,2020-02-18,4.0,0.0,16.0,-2.0,-13.0,3.0
United Kingdom,Reading,2020-02-19,3.0,-4.0,-6.0,-4.0,-14.0,3.0
United Kingdom,Reading,2020-02-20,4.0,0.0,-8.0,-6.0,-13.0,3.0
United Kingdom,Reading,2020-02-21,4.0,1.0,7.0,0.0,-15.0,3.0
United Kingdom,Reading,2020-02-22,-7.0,-4.0,-7.0,-1.0,-1.0,0.0
United Kingdom,Reading,2020-02-23,-5.0,-2.0,-3.0,10.0,-1.0,
United Kingdom,Reading,2020-02-24,-3.0,5.0,-13.0,-1.0,-1.0,1.0
United Kingdom,Reading,2020-02-25,3.0,7.0,-4.0,3.0,0.0,1.0
United Kingdom,Reading,2020-02-26,7.0,0.0,-8.0,-3.0,0.0,0.0
United Kingdom,Reading,2020-02-27,0.0,3.0,-2.0,-2.0,-1.0,1.0
United Kingdom,Reading,2020-02-28,1.0,2.0,-21.0,6.0,-1.0,1.0
United Kingdom,Reading,2020-02-29,6.0,3.0,-28.0,2.0,-2.0,1.0
United Kingdom,Reading,2020-03-01,10.0,8.0,28.0,11.0,3.0,-1.0
United Kingdom,Reading,2020-03-02,4.0,10.0,2.0,-2.0,-1.0,1.0
United Kingdom,Reading,2020-03-03,19.0,9.0,0.0,-1.0,-1.0,0.0
United Kingdom,Reading,2020-03-04,-4.0,4.0,-12.0,-7.0,-1.0,2.0
United Kingdom,Reading,2020-03-05,-8.0,4.0,-21.0,-8.0,-2.0,2.0
United Kingdom,Reading,2020-03-06,2.0,12.0,14.0,-1.0,0.0,1.0
United Kingdom,Reading,2020-03-07,-6.0,6.0,5.0,-4.0,1.0,1.0
United Kingdom,Reading,2020-03-08,-3.0,3.0,-1.0,12.0,4.0,0.0
United Kingdom,Reading,2020-03-09,-3.0,12.0,2.0,-6.0,-1.0,2.0
United Kingdom,Reading,2020-03-10,-2.0,10.0,2.0,-7.0,-2.0,2.0
United Kingdom,Reading,2020-03-11,0.0,10.0,10.0,-11.0,-3.0,3.0
United Kingdom,Reading,2020-03-12,-5.0,19.0,-6.0,-16.0,-4.0,3.0
United Kingdom,Reading,2020-03-13,-6.0,16.0,7.0,-12.0,-8.0,5.0
United Kingdom,Reading,2020-03-14,-16.0,12.0,-3.0,-25.0,-2.0,3.0
United Kingdom,Reading,2020-03-15,-20.0,7.0,-27.0,-25.0,-3.0,
United Kingdom,Reading,2020-03-16,-7.0,30.0,,-28.0,-15.0,6.0
United Kingdom,Reading,2020-03-17,-20.0,33.0,-10.0,-43.0,-27.0,12.0
United Kingdom,Reading,2020-03-18,-28.0,33.0,0.0,-51.0,-36.0,16.0
United Kingdom,Reading,2020-03-19,-32.0,33.0,-29.0,-55.0,-39.0,17.0
United Kingdom,Reading,2020-03-20,-39.0,13.0,-11.0,-56.0,-40.0,18.0
United Kingdom,Reading,2020-03-21,-58.0,-2.0,-16.0,-64.0,-26.0,12.0
United Kingdom,Reading,2020-03-22,-64.0,-19.0,11.0,-67.0,-32.0,
United Kingdom,Reading,2020-03-23,-52.0,-5.0,,-67.0,-56.0,22.0
United Kingdom,Reading,2020-03-24,-77.0,-23.0,4.0,-77.0,-66.0,29.0
United Kingdom,Reading,2020-03-25,-80.0,-28.0,4.0,-81.0,-71.0,31.0
United Kingdom,Reading,2020-03-26,-80.0,-27.0,8.0,-82.0,-73.0,32.0
United Kingdom,Reading,2020-03-27,-82.0,-30.0,-9.0,-81.0,-72.0,32.0
United Kingdom,Reading,2020-03-28,-88.0,-42.0,-50.0,-85.0,-58.0,
United Kingdom,Reading,2020-03-29,-89.0,-50.0,-41.0,-84.0,-55.0,
United Kingdom,Reading,2020-03-30,-81.0,-32.0,-13.0,-84.0,-76.0,31.0
United Kingdom,Reading,2020-03-31,-80.0,-30.0,8.0,-84.0,-75.0,32.0
United Kingdom,Reading,2020-04-01,-82.0,-34.0,-21.0,-84.0,-75.0,33.0
United Kingdom,Reading,2020-04-02,-81.0,-31.0,-2.0,-86.0,-75.0,33.0
United Kingdom,Reading,2020-04-03,-81.0,-32.0,9.0,-83.0,-74.0,33.0
United Kingdom,Reading,2020-04-04,-87.0,-39.0,-13.0,-85.0,-58.0,
United Kingdom,Reading,2020-04-05,-86.0,-43.0,3.0,-84.0,-55.0,
United Kingdom,Reading,2020-04-06,-79.0,-32.0,7.0,-83.0,-76.0,31.0
United Kingdom,Reading,2020-04-07,-79.0,-31.0,22.0,-85.0,-77.0,32.0
United Kingdom,Reading,2020-04-08,-81.0,-31.0,19.0,-85.0,-76.0,32.0
United Kingdom,Reading,2020-04-09,-78.0,-19.0,12.0,-84.0,-76.0,32.0
United Kingdom,Reading,2020-04-10,-84.0,-32.0,29.0,-87.0,-84.0,
United Kingdom,Reading,2020-04-11,-86.0,-36.0,-13.0,-85.0,-59.0,
United Kingdom,Reading,2020-04-12,-93.0,-65.0,3.0,-85.0,-60.0,
United Kingdom,Reading,2020-04-13,-84.0,-38.0,2.0,-90.0,-87.0,
United Kingdom,Reading,2020-04-14,-78.0,-28.0,20.0,-84.0,-75.0,32.0
United Kingdom,Reading,2020-04-15,-80.0,-30.0,25.0,-85.0,-75.0,32.0
United Kingdom,Reading,2020-04-16,-80.0,-26.0,19.0,-86.0,-75.0,33.0
United Kingdom,Reading,2020-04-17,-83.0,-35.0,-29.0,-84.0,-75.0,34.0
United Kingdom,Reading,2020-04-18,-88.0,-41.0,-34.0,-84.0,-57.0,
United Kingdom,Reading,2020-04-19,-87.0,-44.0,23.0,-82.0,-51.0,
United Kingdom,Reading,2020-04-20,-80.0,-32.0,,-83.0,-75.0,31.0
United Kingdom,Reading,2020-04-21,-81.0,-33.0,,-84.0,-74.0,32.0
United Kingdom,Reading,2020-04-22,-81.0,-31.0,,-84.0,-74.0,32.0
United Kingdom,Reading,2020-04-23,-80.0,-28.0,,-84.0,-73.0,32.0
United Kingdom,Reading,2020-04-24,-81.0,-30.0,38.0,-82.0,-73.0,31.0
United Kingdom,Reading,2020-04-25,-85.0,-36.0,1.0,-82.0,-53.0,
United Kingdom,Reading,2020-04-26,-85.0,-41.0,30.0,-82.0,-52.0,
United Kingdom,Reading,2020-04-27,-77.0,-31.0,,-83.0,-73.0,30.0
United Kingdom,Reading,2020-04-28,-81.0,-38.0,-42.0,-85.0,-74.0,31.0
United Kingdom,Reading,2020-04-29,-81.0,-33.0,-14.0,-84.0,-73.0,32.0
United Kingdom,Reading,2020-04-30,-82.0,-33.0,-29.0,-85.0,-73.0,33.0
United Kingdom,Reading,2020-05-01,-82.0,-29.0,-9.0,-82.0,-71.0,32.0
United Kingdom,Reading,2020-05-02,-85.0,-34.0,9.0,-81.0,-49.0,
United Kingdom,Reading,2020-05-03,-85.0,-42.0,-5.0,-82.0,-46.0,
United Kingdom,Reading,2020-05-04,-77.0,-28.0,,-82.0,-72.0,30.0
United Kingdom,Reading,2020-05-05,-78.0,-28.0,,-83.0,-72.0,31.0
United Kingdom,Reading,2020-05-06,-78.0,-27.0,,-83.0,-70.0,30.0
United Kingdom,Reading,2020-05-07,-76.0,-15.0,,-82.0,-70.0,30.0
United Kingdom,Reading,2020-05-08,-81.0,-27.0,,-85.0,-81.0,
United Kingdom,Reading,2020-05-09,-84.0,-34.0,29.0,-82.0,-49.0,
United Kingdom,Reading,2020-05-10,-85.0,-43.0,-26.0,-82.0,-49.0,
United Kingdom,Reading,2020-05-11,-76.0,-26.0,5.0,-81.0,-71.0,30.0
United Kingdom,Reading,2020-05-12,-75.0,-25.0,,-81.0,-70.0,30.0
United Kingdom,Reading,2020-05-13,-77.0,-27.0,31.0,-82.0,-70.0,30.0
United Kingdom,Reading,2020-05-14,-76.0,-24.0,,-82.0,-69.0,29.0
United Kingdom,Reading,2020-05-15,-77.0,-26.0,,-80.0,-68.0,29.0
United Kingdom,Reading,2020-05-16,-82.0,-30.0,28.0,-79.0,-46.0,
United Kingdom,Reading,2020-05-17,-81.0,-32.0,72.0,-77.0,-43.0,
United Kingdom,Reading,2020-05-18,-72.0,-21.0,,-79.0,-69.0,28.0
United Kingdom,Reading,2020-05-19,-73.0,-20.0,,-80.0,-68.0,28.0
United Kingdom,Reading,2020-05-20,-75.0,-19.0,,-79.0,-68.0,28.0
United Kingdom,Reading,2020-05-21,-75.0,-18.0,,-79.0,-67.0,28.0
United Kingdom,Reading,2020-05-22,-75.0,-20.0,,-77.0,-66.0,28.0
United Kingdom,Reading,2020-05-23,-81.0,-27.0,17.0,-78.0,-42.0,
United Kingdom,Reading,2020-05-24,-80.0,-28.0,88.0,-74.0,-40.0,
United Kingdom,Reading,2020-05-25,-75.0,-23.0,,-81.0,-82.0,28.0
United Kingdom,Reading,2020-05-26,-71.0,-17.0,,-78.0,-67.0,26.0
United Kingdom,Reading,2020-05-27,-72.0,-19.0,,-78.0,-66.0,27.0
United Kingdom,Reading,2020-05-28,-71.0,-15.0,,-78.0,-66.0,27.0
